,alim_grp_code,alim_ssgrp_code,alim_ssssgrp_code,alim_grp_nom_fr,alim_ssgrp_nom_fr,alim_code,alim_nom_fr,alim_nom_en,Energie (kcal/100 g),Eau (g/100 g),Protéines (g/100 g),Glucides (g/100 g),Lipides (g/100 g),Sucres (g/100 g),Cholestérol (mg/100 g),Sel chlorure de sodium (g/100 g),Calcium (mg/100 g),Fer (mg/100 g),Magnésium (mg/100 g),Vitamine D (µg/100 g),Vitamine C (mg/100 g),Vitamine B9 ou Folates totaux (µg/100 g),Vitamine B12 (µg/100 g)
455,2,201,20101,"fruits, légumes, légumineuses et oléagineux",légumes,20295,"Salade feuille de chêne, crue","Oak leaf salad, raw","14,3","95,8","1,13","1,03",0.25,"0,6",-,"0,023",33,"0,82",12,-,"2,16","36,7",-
456,2,201,20101,"fruits, légumes, légumineuses et oléagineux",légumes,20496,"Légumes pour couscous, surgelés, crus",Frozen raw couscous vegetables,"46,5",-,"2,05","6,75","0,7","3,05",-,"0,12","35,6","0,8",-,-,"27,4",-,-
457,2,201,20101,"fruits, légumes, légumineuses et oléagineux",légumes,20584,"Tomate grappe, crue","Bunch tomato, raw","20,1","94,6","0,5","3,03",0.25,"2,6",-,0.0065,"6,6","0,18","6,5",-,"18,2",15,-
458,2,201,20101,"fruits, légumes, légumineuses et oléagineux",légumes,25604,"Salade verte, crue, sans assaisonnement","Green salad, raw, without dressing",-,"96,1","1,01","1,5","0,1","0,83",0.25,"0,046","35,3","0,64","15,3",0.25,"1,95","55,3",0
459,2,201,20101,"fruits, légumes, légumineuses et oléagineux",légumes,53100,"Banane plantain, crue",Raw plantain banana,-,"65,3","1,28","29,6","0,39",-,0,"0,01",3,"0,6",37,0,"18,4",22,0
460,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,13177,"Chayote ou christophine ou chouchou, bouillie/cuite à l'eau","Chayote or christophine or chouchou, boiled/cooked in water",-,"93,4","0,62","2,29","0,48",-,0,"0,0025",13,"0,22",12,0,8,18,0
461,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20000,"Artichaut, cuit","Artichoke, cooked",-,"85,8","2,53","0,99","0,28","0,99",0,"0,15","42,9","0,67","44,6",0,"9,1",89,0
462,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20001,"Asperge, bouillie/cuite à l'eau","Asparagus, boiled/cooked in water",-,"93,4","2,68","0,81","0,32","0,81",0,"0,021","19,9","0,74","6,31",0,"16,1",142,0
463,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20002,"Aubergine, cuite","Eggplant, cooked",-,"88,6","1,33","4,17","0,28","3,41",0,"0,015","20,1","0,25",15,0,"1,3",14,0
464,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20003,"Betterave rouge, cuite",Cooked red beet,"42,8","88,3","1,44","7,13","0,4","6,7",0,"0,23",24,"0,29",17,0,0.25,"12,4",0
465,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20005,"Bette ou blette, cuite","Swiss chard, cooked","14,7","95,3","0,7","1,23",0.25,"0,8",0,"0,25",56,"0,35",18,0.125,0.25,"43,2",0
466,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20006,"Brocoli, cuit","Broccoli, cooked",-,"92,5","2,1","1,1","0,78","1,1",0,"0,098","43,3",0.05,"11,2",0,"23,9","75,1",0
467,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20007,"Carotte, appertisée, égouttée","Carrot, canned, drained","21,9",93,"0,67","3,4","0,2","2,49",0,"0,58",25,"0,64",8,0,"2,7",9,0
468,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20008,"Carotte, cuite","Carrot, cooked","18,9",93,"0,55","2,6","0,1","1,3",0,"0,051","31,5",0.05,"7,5",0,0.5,"23,3",0
469,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20011,"Champignon, tout type, appertisé, égoutté","Mushroom, any type, canned, drained","24,9","91,1","1,87","2,56","0,29","2,19",0,"1,06","18,9","0,79","6,65","0,2",0,12,0
470,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20013,"Chou de Bruxelles, cuit","Brussels sprouts, cooked",-,"87,6","2,6","4,2","0,11","1,7",0,"0,024","36,2",0.05,"16,9",0,"56,4",113,0
471,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20015,"Chou vert, cuit","Green cabbage, cooked",-,"93,9","1,03","3,04","0,45","2,79",0,"0,098","69,7","0,28","15,1",0,"27,3",38,0
472,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20017,"Chou-fleur, cuit","Cauliflower, cooked","20,9","93,7","1,6","1,6","0,46","1,59",0,"0,017","19,2","0,31","12,9",0,"9,7","78,8",0
473,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20018,"Coeur de palmier, appertisé, égoutté","Canned heart of palm, drained",-,"90,2","2,45","4,03","0,5","1,5",0,"0,81",58,"3,13",38,0,"7,9",39,0
474,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20021,"Courgette, pulpe et peau, cuite","Zucchini, flesh and skin, cooked","15,5","93,8","0,93","1,4","0,36","1,39",0,"0,098","19,3","0,32","22,3",0,"2,9","32,8",0
475,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20024,"Céleri branche, cuit","Celery stalks, cooked",-,"94,1","0,83","1,2","0,16","1,2",0,"0,23","53,3","0,42",9,0,"6,1",33,0
476,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20025,"Céleri-rave, cuit","Celeriac, cooked",-,"90,1","1,3","4,6","0,86","2,8",0,"0,15","52,4","0,32","15,1",0,"2,7","67,4",0
477,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20027,"Épinard, cuit","Spinach, cooked",-,"92,8","3,2","0,5","0,14","0,47",0,"0,069",140,"2,14","54,4",0,"2,1",125,0
478,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20029,"Haricot mungo germé ou pousse de ""soja"", appertisé, égoutté","Sprouted mung bean or ""soybean"" sprout, canned, drained",-,"95,8","1,56","2,36","0,12","1,78",0,"0,35","13,4","0,26","7,53",0,"0,65",26,0
479,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20030,"Haricot vert, cuit","Green bean, cooked","29,4","89,3",2,3,"0,17",1,0,"0,4","55,3","0,6","22,3",0,5,33,0
480,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20033,"Navet, cuit","Turnip, cooked",-,"93,4","0,9","3,8","0,2","2,9",0,"0,073","37,3","0,11","8,75",0,"5,6",9,0
481,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20035,"Oignon, cuit","Onion, cooked",-,"90,4","1,3","6,2","0,2",4,0,"0,021","29,2","0,21",13,0,"2,1",21,0
482,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20036,"Petits pois, appertisés, égouttés","Canned peas, drained","81,5","79,5","5,12","10,7","0,8","3,59",0,"0,64","20,6","1,29","16,3",0,"6,9","26,5",0
483,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20037,"Petits pois, cuits","Peas, cooked",-,"82,9","5,8","4,7","0,87","1,8",0,"0,018","32,7","1,17","31,9",0,"1,8","65,6",0
484,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20040,"Poireau, cuit","Leek, cooked",-,92,"1,1",3,"0,2","2,11",0,"0,015","25,6","0,34","8,45",0,"1,3","21,2",0
485,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20043,"Potiron, appertisé, égoutté","Pumpkin, canned, drained",-,90,"1,1","5,19","0,28","3,3",0,"0,6",26,"1,39",23,0,"4,2",12,0
486,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20046,"Salsifis, cuit","Salsify, cooked",-,-,"2,73","12,3","0,17","2,9",0,"0,04",47,"0,55",18,0,"4,6",15,0
487,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20048,"Tomate, pelée, appertisée, égouttée","Tomato, peeled, canned, drained","18,3","94,4","1,07","1,89","0,28","1,88",0,"0,28","21,1","0,77","9,2",0,12,16,0
488,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20049,"Maïs doux, en épis, cuit","Sweet corn, on the cob, cooked",-,"73,4","3,41","18,6","1,5","4,54",0,"0,0025",3,"0,45",26,0,"5,5",23,0
489,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20051,"Macédoine de légumes, appertisée, égouttée","Macedoine of vegetables, canned, drained","40,4",87,"2,32","5,59","0,28","1,73",0,"0,61","40,7","1,05","10,6",0,5,24,0
490,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20060,"Épinard, appertisé, égoutté","Spinach, canned, drained",-,"91,8","2,81","0,93","0,5","0,4",0,"0,81",127,"2,3",76,0,"14,3",98,0
491,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20062,"Haricot vert, appertisé, égoutté","Green bean, canned, drained","23,1","92,6","1,33","2,07","0,31","0,77",0,"0,68","42,7","0,81",13,0,"3,1","20,5",0
492,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20063,"Haricot beurre, appertisé, égoutté","Butter bean, canned, drained",-,"92,8","1,22","3,48","0,23","0,86",0,"0,66",25,"0,9",15,0,"4,1",66,0
493,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20066,"Maïs doux, appertisé, égoutté","Sweet corn, canned, drained",106,"75,4","2,82","18,4","1,68","5,16",0,"0,59","3,51","0,35","26,9",0,"3,55",75,0
494,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20067,"Artichaut, appertisé, égoutté","Artichoke, canned, drained",-,"89,9","1,5","6,5","0,2","1,5",-,"0,8",-,-,-,-,-,-,-
495,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20068,"Tomate, concentré, appertisé","Tomato, concentrate, canned","99,2",72,"4,4","17,1","0,53","13,3",0,"0,27","45,6","1,2","63,3",0,"2,6",58,0
496,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20071,"Haricot vert, surgelé, cuit","Green bean, frozen, cooked","36,3","91,4","1,95","5,1","0,19","1,23",0,"0,0038",51,"0,68",19,0,"11,6",23,0
497,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20074,"Artichaut, cuit à la vapeur sous pression","Artichoke, steamed under pressure","47,3","81,4","2,63","3,24",0.15,"1,9",-,"0,068",42,"0,7",41,-,0.25,"52,6",-
498,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20076,"Asperge, appertisée, égouttée","Asparagus, canned, drained",-,"94,2","1,58","1,43","0,27","1,23",0,"0,73","15,8","1,09","8,5",0,"18,4",72,0
499,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20077,"Chou de Bruxelles, appertisé, égoutté","Brussels sprouts, canned, drained",-,"88,9","2,5","4,1","0,53","2,5",0,"0,57","26,3","0,7","12,2",0,18,-,0
500,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20078,"Céleri branche, appertisé, égoutté","Celery stalks, canned, drained","13,1",95,"0,63","1,38","0,15","0,8",-,"0,54","29,2",-,8,-,-,-,-
501,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20079,"Champignon de Paris ou champignon de couche, appertisé, égoutté","Paris mushroom or layer mushroom, canned, drained","19,4","92,9","2,23","0,7","0,37",0,0,"0,63","22,2","0,9","4,85",0,"6,5","29,6",0
502,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20081,"Salsifis, appertisé, égoutté","Salsify, canned, drained",-,"91,5","1,25","4,25","0,15",1,-,"0,61",21,-,"8,9",-,-,-,-
503,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20086,"Poivron vert, cuit","Green bell pepper, cooked",-,"91,9","0,92","2,36","0,2","2,36",0,"0,005",9,"0,46",10,0,"74,4",16,0
504,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20088,"Poivron rouge, cuit","Red bell pepper, cooked",-,"90,2","1,4",7,"0,3",6,-,"0,006",9,-,14,-,81,11,-
505,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20093,"Petits pois et carottes, appertisés, égouttés","Peas and carrots, canned, drained",49,"87,4","2,51","7,39","0,33","3,58",0,"0,61",23,"0,75",14,0,"6,6",18,0
506,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20094,"Chou-rave, bouilli/cuit à l'eau","Kohlrabi, boiled/cooked in water",-,"90,3","1,8","4,4","0,11","2,8",0,"0,053",25,"0,4",19,0,54,12,0
507,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20095,"Chou rouge, bouilli/cuit à l'eau","Red cabbage, boiled/cooked in water",-,"90,8","1,51","3,32","0,09","3,32",0,"0,07","54,6","0,66","11,8",0,"34,4",24,0
508,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20096,"Potiron, cuit","Pumpkin, cooked",-,92,"0,81","4,5","0,07","3,1","1,39",0.005,13,"0,18","6,9",0.125,"0,84",2.5,0
509,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20102,"Champignon de Paris ou champignon de couche, bouilli/cuit à l'eau","Paris mushroom or button mushroom, boiled/cooked in water","28,7","91,1","2,17",3,"0,47","2,34",0,"0,005",6,"1,74",12,"0,2",4,18,0
510,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20118,"Fenouil, bouilli/cuit à l'eau","Fennel, boiled/cooked in water",-,"94,4","1,13","0,8",0.05,"0,5",0,"0,15",43,"0,2","10,2",0,"1,6","31,8",0
511,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20121,"Épinard, surgelé, cuit","Spinach, frozen, cooked",-,"88,9","4,01","0,51","0,87","0,51",0,"0,24",153,"1,96",82,0,"2,2",121,0
512,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20122,"Chou-fleur, surgelé, cuit","Cauliflower, frozen, cooked",18,94,"1,61","1,05","0,22","1,03",0,"0,045",17,"0,41",9,0,"31,3",41,0
513,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20124,"Petits pois, surgelés, cuits","Frozen peas, cooked",-,"79,5","5,15","7,95","0,27","4,65",0,"0,18",24,"1,52",22,0,"9,9",59,0
514,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20125,"Champignon de Paris ou champignon de couche, sauté/poêlé, sans matière grasse","Paris mushroom or layer mushroom, sautéed/fried, without fat","38,4","88,4","4,44","4,53","0,6",traces,0,"0,028","2,7","0,31",14,"0,2",0.25,"14,3",0
515,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20133,"Panais, cuit","Parsnip, cooked","67,8","80,2","1,32","13,4","0,3","4,8",0,"0,025",37,"0,58",29,0,13,58,0
516,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20135,Fondue de poireau,Leek fondue,-,-,"1,1",0,"5,2",-,-,"0,5",-,-,-,-,-,-,-
517,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20141,"Courge doubeurre (butternut), pulpe, cuite","Butternut squash, flesh, cooked",-,"87,8","1,23",-,"0,07",-,0,"0,005",19,"0,58",9,0,"3,5",16,0
518,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20143,"Courge spaghetti, pulpe, cuite","Spaghetti squash, pulp, cooked",-,"92,3","0,66","5,06","0,26","2,53",0,"0,045",21,"0,34",11,0,"3,5",8,0
519,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20155,"Artichaut, coeur, appertisé, égoutté","Artichoke, heart, canned, drained",26,"90,5","1,8","2,31",0.25,"1,2",-,"0,78",25,"0,4",18,0.125,"12,2","54,3",-
520,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20156,"Artichaut, fond, appertisé, égoutté","Artichoke, heart, canned, drained","25,2","91,3","1,2","3,02",0.25,"0,8",-,"0,73",36,"0,36",20,0.125,18,"53,6",-
521,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20158,"Tétragone cornue, cuite","New Zealand spinach, cooked",-,"94,8","1,3",1,"0,17","0,25",0,"0,27",48,"0,66",32,0,16,8,0
522,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20165,"Rutabaga, cuit","Rutabaga, cooked",-,"91,5","0,93","4,26","0,18","3,95",0,"0,013",18,"0,18",10,0,"18,8",15,0
523,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20169,"Tomate, pulpe, appertisée","Tomato, pulp, canned","26,1",93,"1,2","3,63",0.25,"3,2",0,"0,068",20,"0,39",11,0.125,"10,5","30,2",0
524,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20170,"Tomate, purée, appertisée","Tomato, puree, canned","47,1","85,6","1,4","7,54","0,4","3,64",0,"0,51","19,9","0,6",30,0,9,72,0
525,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20188,"Bambou, pousses, appertisées, égouttées","Bamboo, shoots, canned, drained",-,95,"1,61","1,9","0,15","1,15",0,"0,19",17,"0,24","3,5",0,"1,1","2,5",0
526,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20205,"Brocoli, surgelé, cuit","Broccoli, frozen, cooked",-,"90,7","3,1","2,36","0,11","1,47",0,"0,06",51,"0,61",20,0,"40,1",30,0
527,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20207,"Chou de Bruxelles, surgelé, cuit","Frozen, cooked Brussels sprouts",-,"86,7","3,64","4,22","0,39","2,08",0,"0,038",26,"0,48",18,0,"45,7",101,0
528,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20209,"Carotte, surgelée, cuite","Carrot, frozen, cooked","32,9","90,3","0,58","4,52","0,68","4,08",0,"0,15",35,"0,53",11,0,"2,3",11,0
529,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20212,"Champignon, lentin comestible ou shiitaké, cuit","Mushroom, edible lentin or shiitake, cooked","60,9","83,5","1,56","12,3","0,22","3,84",0,"0,01",3,"0,44",14,"0,7","0,3",21,0
530,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20215,"Petits pois et carottes, surgelés, cuits",Frozen cooked peas and carrots,-,"85,8","3,09","7,02","0,42","4,36",0,"0,17",23,"0,94",16,0,"8,1",26,0
531,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20216,"Pois mange-tout ou pois gourmand, bouilli/cuit à l'eau","Snow peas, boiled/cooked in water","30,5","90,9","2,25","3,39","0,3","2,3",0,"0,013",35,"0,46",14,0.125,"20,6",56,0
532,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20219,"Chou frisé, cuit","Kale, cooked",-,"91,2","1,9","3,63","0,4","1,25",0,"0,058",72,"0,9",18,0,41,13,0
533,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20221,"Chou chinois (pak-choi ou pé-tsai), cuit","Chinese cabbage (bok choy or pe-tsai), cooked",-,"95,4","1,53","0,75","0,17","0,75",0,"0,054","62,5","0,67","10,5",0,"20,9",47,0
534,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20241,"Cardon, cuit","Cardoon, cooked",-,"93,5","0,76","3,63","0,11",-,0,"0,44",72,"0,73",43,0,"1,7",22,0
535,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20242,"Tomate, pulpe et peau, bouillie/cuite à l'eau","Tomato, pulp and skin, boiled/cooked in water",-,"94,3","0,95","2,8","0,11","2,49",0,"0,028",11,"0,68",9,0,"22,8",13,0
536,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20243,"Pois mange-tout ou pois gourmands, cuits","Snow peas, cooked",-,"86,6","3,5","5,92","0,38","4,82",0,"0,013",59,"2,4",28,0,22,35,0
537,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20255,"Échalote, cuite","Shallot, cooked",-,80,"2,13","13,5",0.25,"6,3",-,"0,031",28,"0,34",14,-,"2,25","12,9",-
538,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20257,"Haricots verts, purée","Green beans, purée",-,-,"1,7","4,2","2,9","1,5",-,"0,36",-,-,-,-,-,-,-
539,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20258,"Légumes (3-4 sortes en mélange), purée","Vegetables (3-4 types mixed), puree","61,8",86,"1,94","4,25","3,4","2,4",9,"0,63",47,"0,67",18,0.125,0.25,19,"0,019"
540,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20259,"Brocoli, purée","Broccoli, purée",-,"91,7","2,5","2,75","0,38","1,65",-,"0,021",87,"0,9",-,-,90,-,-
541,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20260,"Tomate, coulis, appertisé (purée de tomates mi-réduite à 11%)","Tomato, coulis, canned (pureed tomatoes reduced to 11%)",-,"88,2","2,05","8,53","0,2","5,5",-,"0,88",-,-,-,-,-,-,-
542,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20261,"Carotte, purée","Carrot, purée","31,5","90,1","0,88","5,06",0.15,"4,8",1.0,"0,13",30,"0,32","8,4",-,0.25,"14,3",-
543,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20264,"Courgette, purée","Zucchini, purée",-,-,"2,8","6,5","1,9","2,3",-,"0,6",-,-,-,-,-,-,-
544,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20268,"Tomate, double concentré, appertisé","Tomato, double concentrated, canned","92,8","74,3","3,73",17,"0,29","16,5",-,"0,93",-,-,-,-,-,-,-
545,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20271,"Macédoine de légumes, surgelée, pré-cuite (à recuire)","Frozen vegetable medley, pre-cooked (to be re-cooked)","54,5","86,4","3,48","6,8","0,28","3,35",-,"0,045",-,-,-,-,-,-,-
546,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20275,"Poivron rouge, appertisé, égoutté","Red pepper, canned, drained",-,"90,3","0,91","4,42","0,77","3,64",0,"1,14",25,"0,63","12,5",0,109,34,0
547,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20277,"Asperge blanche, bouillie/cuite à l'eau","White asparagus, boiled/cooked in water","18,6","94,9","1,44","1,63","0,3","1,2",-,"0,013",15,"0,26","7,1",-,"5,16","66,8",-
548,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20278,"Céleri-rave, purée","Celeriac, puree",-,"91,4","1,37","2,83","0,18","2,11",-,"0,13",50,"0,5",-,-,"8,3",-,-
549,2,201,20102,"fruits, légumes, légumineuses et oléagineux",légumes,20284,"Petits pois, purée","Peas, purée",-,-,"4,8",8,"2,8",3,-,"0,74",-,-,-,-,-,-,-
